,close,high,low,open,symbol,volume,id,key,subkey,date,updated,changeOverTime,marketChangeOverTime,uOpen,uClose,uHigh,uLow,uVolume,fOpen,fClose,fHigh,fLow,fVolume,label,change,changePercent
10,26.085,26.1125,25.705,25.7075,AAPL,159479356,HISTORICAL_PRICES,AAPL,,2016-07-28,1620357388000,0.05617977528089885,0.05617977528089885,102.83,104.34,104.45,102.82,39869839,24.0156,24.3682,24.3939,24.0132,159479356,"Jul 28, 16",0.34750000000000014,0.0135
11,26.0525,26.1375,25.92,26.0475,AAPL,110934752,HISTORICAL_PRICES,AAPL,,2016-07-29,1620357407000,0.054863852616661477,0.054863852616661477,104.19,104.21,104.55,103.68,27733688,24.3332,24.3379,24.4173,24.2141,110934752,"Jul 29, 16",-0.032500000000002416,-0.0012
12,26.5125,26.5375,26.1025,26.1025,AAPL,152671484,HISTORICAL_PRICES,AAPL,,2016-08-01,1620357428000,0.07348921955663519,0.07348921955663519,104.41,106.05,106.15,104.41,38167871,24.3846,24.7676,24.7909,24.3846,152671484,"Aug 1, 16",0.46000000000000085,0.0177
13,26.12,26.5175,26.0,26.5125,AAPL,135266224,HISTORICAL_PRICES,AAPL,,2016-08-02,1620357436000,0.057596922765462064,0.057596922765462064,106.05,104.48,106.07,104.0,33816556,24.7676,24.4009,24.7722,24.2888,135266224,"Aug 2, 16",-0.3924999999999983,-0.0148
14,26.4475,26.46,26.1925,26.2025,AAPL,120810564,HISTORICAL_PRICES,AAPL,,2016-08-03,1620357428000,0.07085737422816074,0.07085737422816074,104.81,105.79,105.84,104.77,30202641,24.478,24.7069,24.7185,24.4686,120810564,"Aug 3, 16",0.32750000000000057,0.0125
15,26.4675,26.5,26.32,26.395,AAPL,109634600,HISTORICAL_PRICES,AAPL,,2016-08-04,1620357468000,0.07166717279076827,0.07166717279076827,105.58,105.87,106.0,105.28,27408650,24.7914,24.8595,24.89,24.7209,109634600,"Aug 4, 16",0.019999999999999574,0.0008
16,26.87,26.9125,26.545,26.5675,AAPL,162213608,HISTORICAL_PRICES,AAPL,,2016-08-05,1620357400000,0.08796436886324524,0.08796436886324524,106.27,107.48,107.65,106.18,40553402,24.9534,25.2375,25.2774,24.9323,162213608,"Aug 5, 16",0.40249999999999986,0.0152
17,27.0925,27.0925,26.79,26.88,AAPL,112148880,HISTORICAL_PRICES,AAPL,,2016-08-08,1620357525000,0.09697337787225425,0.09697337787225425,107.52,108.37,108.37,107.16,28037220,25.2469,25.4465,25.4465,25.1624,112148880,"Aug 8, 16",0.22250000000000014,0.0083
18,27.2025,27.235,27.0025,27.0575,AAPL,105260816,HISTORICAL_PRICES,AAPL,,2016-08-09,1620357452000,0.10142726996659576,0.10142726996659576,108.23,108.81,108.94,108.01,26315204,25.4136,25.5498,25.5804,25.362,105260816,"Aug 9, 16",0.10999999999999943,0.0041
19,27.0,27.225,26.94,27.1775,AAPL,96034020,HISTORICAL_PRICES,AAPL,,2016-08-10,1620357428000,0.09322805952019428,0.09322805952019428,108.71,108.0,108.9,107.76,24008505,25.5263,25.3596,25.571,25.3033,96034020,"Aug 10, 16",-0.20250000000000057,-0.0074
20,26.9825,27.2325,26.9625,27.13,AAPL,109938024,HISTORICAL_PRICES,AAPL,,2016-08-11,1620357439000,0.09251948577791275,0.09251948577791275,108.52,107.93,108.93,107.85,27484506,25.4817,25.3432,25.578,25.3244,109938024,"Aug 11, 16",-0.017499999999998295,-0.0006
21,27.045,27.11,26.945,26.945,AAPL,74641736,HISTORICAL_PRICES,AAPL,,2016-08-12,1620357452000,0.09505010628606134,0.09505010628606134,107.78,108.18,108.44,107.78,18660434,25.308,25.4019,25.4629,25.308,74641736,"Aug 12, 16",0.0625,0.0023
22,27.37,27.385,27.02,27.035,AAPL,103472836,HISTORICAL_PRICES,AAPL,,2016-08-15,1620357454000,0.10820933292843402,0.10820933292843402,108.14,109.48,109.54,108.08,25868209,25.3925,25.7072,25.7212,25.3784,103472836,"Aug 15, 16",0.3249999999999993,0.012
23,27.345,27.5575,27.3025,27.4075,AAPL,135177792,HISTORICAL_PRICES,AAPL,,2016-08-16,1620357484000,0.1071970847251745,0.1071970847251745,109.63,109.38,110.23,109.21,33794448,25.7424,25.6837,25.8833,25.6438,135177792,"Aug 16, 16",-0.02500000000000213,-0.0009
24,27.305,27.3425,27.085,27.275,AAPL,101423904,HISTORICAL_PRICES,AAPL,,2016-08-17,1620357388000,0.10557748759995943,0.10557748759995943,109.1,109.22,109.37,108.34,25355976,25.6179,25.6461,25.6813,25.4395,101423904,"Aug 17, 16",-0.03999999999999915,-0.0015
25,27.27,27.4,27.255,27.3075,AAPL,87938812,HISTORICAL_PRICES,AAPL,,2016-08-18,1620357525000,0.10416034011539621,0.10416034011539621,109.23,109.08,109.6,109.02,21984703,25.6484,25.6132,25.7353,25.5991,87938812,"Aug 18, 16",-0.03500000000000014,-0.0013
26,27.34,27.4225,27.09,27.1925,AAPL,101472288,HISTORICAL_PRICES,AAPL,,2016-08-19,1620357457000,0.10699463508452264,0.10699463508452264,108.77,109.36,109.69,108.36,25368072,25.5404,25.679,25.7565,25.4442,101472288,"Aug 19, 16",0.07000000000000028,0.0026
27,27.1275,27.275,26.9625,27.215,AAPL,103280920,HISTORICAL_PRICES,AAPL,,2016-08-22,1620357408000,0.09839052535681747,0.09839052535681747,108.86,108.51,109.1,107.85,25820230,25.5616,25.4794,25.6179,25.3244,103280920,"Aug 22, 16",-0.21249999999999858,-0.0078
28,27.2125,27.33,27.1325,27.1475,AAPL,85030676,HISTORICAL_PRICES,AAPL,,2016-08-23,1620357407000,0.10183216924789945,0.10183216924789945,108.59,108.85,109.32,108.53,21257669,25.4982,25.5592,25.6696,25.4841,85030676,"Aug 23, 16",0.0849999999999973,0.0031
29,27.0075,27.1875,26.92,27.1413,AAPL,94700324,HISTORICAL_PRICES,AAPL,,2016-08-24,1620357431000,0.09353173398117212,0.09353173398117212,108.565,108.03,108.75,107.68,23675081,25.4923,25.3667,25.5357,25.2845,94700324,"Aug 24, 16",-0.2049999999999983,-0.0075
30,26.8925,26.97,26.67,26.8475,AAPL,100344992,HISTORICAL_PRICES,AAPL,,2016-08-25,1620357408000,0.08887539224617863,0.08887539224617863,107.39,107.57,107.88,106.68,25086248,25.2164,25.2587,25.3315,25.0497,100344992,"Aug 25, 16",-0.11500000000000199,-0.0043
31,26.735,26.9875,26.5775,26.8525,AAPL,111065164,HISTORICAL_PRICES,AAPL,,2016-08-26,1620357408000,0.0824982285656442,0.0824982285656442,107.41,106.94,107.95,106.31,27766291,25.2211,25.1107,25.3479,24.9628,111065164,"Aug 26, 16",-0.15749999999999886,-0.0059
32,26.705,26.86,26.5725,26.655,AAPL,99881200,HISTORICAL_PRICES,AAPL,,2016-08-29,1620357457000,0.08128353072173283,0.08128353072173283,106.62,106.82,107.44,106.29,24970300,25.0356,25.0826,25.2281,24.9581,99881200,"Aug 29, 16",-0.030000000000001137,-0.0011
33,26.5,26.625,26.375,26.45,AAPL,99455780,HISTORICAL_PRICES,AAPL,,2016-08-30,1620357454000,0.0729830954550055,0.0729830954550055,105.8,106.0,106.5,105.5,24863945,24.843,24.89,25.0074,24.7726,99455780,"Aug 30, 16",-0.2049999999999983,-0.0077
34,26.525,26.6425,26.41,26.415,AAPL,118649624,HISTORICAL_PRICES,AAPL,,2016-08-31,1620357439000,0.07399534365826488,0.07399534365826488,105.66,106.1,106.5699,105.64,29662406,24.8102,24.9135,25.0238,24.8055,118649624,"Aug 31, 16",0.02499999999999858,0.0009
35,26.6825,26.7,26.405,26.535,AAPL,106806092,HISTORICAL_PRICES,AAPL,,2016-09-01,1620357400000,0.08037250733879944,0.08037250733879944,106.14,106.73,106.8,105.62,26701523,24.9229,25.0614,25.0779,24.8008,106806092,"Sep 1, 16",0.15750000000000242,0.0059
36,26.9325,27.0,26.705,26.925,AAPL,107209800,HISTORICAL_PRICES,AAPL,,2016-09-02,1620357400000,0.09049498937139383,0.09049498937139383,107.7,107.73,108.0,106.82,26802450,25.2892,25.2962,25.3596,25.0826,107209800,"Sep 2, 16",0.25,0.0094
37,26.925,27.075,26.8775,26.975,AAPL,107521564,HISTORICAL_PRICES,AAPL,,2016-09-06,1620357454000,0.09019131491041599,0.09019131491041599,107.9,107.7,108.3,107.51,26880391,25.3361,25.2892,25.4301,25.2446,107521564,"Sep 6, 16",-0.007500000000000284,-0.0003
38,27.09,27.19,26.7675,26.9575,AAPL,169457312,HISTORICAL_PRICES,AAPL,,2016-09-07,1620357457000,0.09687215305192826,0.09687215305192826,107.83,108.36,108.76,107.07,42364328,25.3197,25.4442,25.5381,25.1413,169457312,"Sep 7, 16",0.16499999999999915,0.0061
39,26.38,26.8175,26.31,26.8125,AAPL,212008104,HISTORICAL_PRICES,AAPL,,2016-09-08,1620357436000,0.06812430407936015,0.06812430407936015,107.25,105.52,107.27,105.24,53002026,25.1835,24.7773,25.1882,24.7116,212008104,"Sep 8, 16",-0.7100000000000009,-0.0262
40,25.7825,26.43,25.7825,26.16,AAPL,186227936,HISTORICAL_PRICES,AAPL,,2016-09-09,1620357454000,0.04393157202145955,0.04393157202145955,104.64,103.13,105.72,103.13,46556984,24.5707,24.2161,24.8243,24.2161,186227936,"Sep 9, 16",-0.5975000000000001,-0.0226
41,26.36,26.43,25.6325,25.6625,AAPL,181171080,HISTORICAL_PRICES,AAPL,,2016-09-12,1620357525000,0.06731450551675262,0.06731450551675262,102.65,105.44,105.72,102.53,45292770,24.1034,24.7585,24.8243,24.0752,181171080,"Sep 12, 16",0.5775000000000006,0.0224
42,26.9875,27.1975,26.81,26.8775,AAPL,248704760,HISTORICAL_PRICES,AAPL,,2016-09-13,1620357407000,0.09272193541856459,0.09272193541856459,107.51,107.95,108.79,107.24,62176190,25.2446,25.3479,25.5451,25.1812,248704760,"Sep 13, 16",0.6275000000000013,0.0238
43,27.9425,28.2575,27.15,27.1825,AAPL,449361272,HISTORICAL_PRICES,AAPL,,2016-09-14,1620357457000,0.1313898167830751,0.1313898167830751,108.73,111.77,113.03,108.6,112340318,25.531,26.2449,26.5407,25.5005,449361272,"Sep 14, 16",0.9549999999999983,0.0354
44,28.8925,28.9325,28.3725,28.465,AAPL,362452708,HISTORICAL_PRICES,AAPL,,2016-09-15,1620357439000,0.16985524850693376,0.16985524850693376,113.86,115.57,115.73,113.49,90613177,26.7356,27.1372,27.1747,26.6487,362452708,"Sep 15, 16",0.9499999999999993,0.034
45,28.73,29.0325,28.51,28.78,AAPL,319547644,HISTORICAL_PRICES,AAPL,,2016-09-16,1620357436000,0.16327563518574748,0.16327563518574748,115.12,114.92,116.13,114.04,79886911,27.0315,26.9845,27.2686,26.7779,319547644,"Sep 16, 16",-0.16249999999999787,-0.0056
46,28.395,29.045,28.3125,28.7975,AAPL,188092184,HISTORICAL_PRICES,AAPL,,2016-09-19,1620357407000,0.14971150926207097,0.14971150926207097,115.19,113.58,116.18,113.25,47023046,27.0479,26.6699,27.2804,26.5924,188092184,"Sep 19, 16",-0.33500000000000085,-0.0117
47,28.3925,28.53,28.1275,28.2625,AAPL,138057076,HISTORICAL_PRICES,AAPL,,2016-09-20,1620357439000,0.14961028444174498,0.14961028444174498,113.05,113.57,114.12,112.51,34514269,26.5454,26.6675,26.7967,26.4186,138057076,"Sep 20, 16",-0.002500000000001279,-0.0001
48,28.3875,28.4973,28.1103,28.4625,AAPL,144012740,HISTORICAL_PRICES,AAPL,,2016-09-21,1620357407000,0.14940783480109313,0.14940783480109313,113.85,113.55,113.989,112.441,36003185,26.7333,26.6628,26.7659,26.4024,144012740,"Sep 21, 16",-0.004999999999999005,-0.0002
49,28.655,28.735,28.5,28.5875,AAPL,124295936,HISTORICAL_PRICES,AAPL,,2016-09-22,1620357408000,0.1602388905759692,0.1602388905759692,114.35,114.62,114.94,114.0,31073984,26.8507,26.9141,26.9892,26.7685,124295936,"Sep 22, 16",0.26750000000000185,0.0094
50,28.1775,28.6975,27.8875,28.605,AAPL,209924604,HISTORICAL_PRICES,AAPL,,2016-09-23,1620357388000,0.1409049498937138,0.1409049498937138,114.42,112.71,114.79,111.55,52481151,26.8671,26.4656,26.954,26.1932,209924604,"Sep 23, 16",-0.4775000000000027,-0.0167
51,28.22,28.3475,27.8875,27.91,AAPL,119477768,HISTORICAL_PRICES,AAPL,,2016-09-26,1620357468000,0.14262577183925487,0.14262577183925487,111.64,112.88,113.39,111.55,29869442,26.2143,26.5055,26.6253,26.1932,119477768,"Sep 26, 16",0.042500000000000426,0.0015
52,28.2725,28.295,28.085,28.25,AAPL,98429648,HISTORICAL_PRICES,AAPL,,2016-09-27,1620357400000,0.14475149306609977,0.14475149306609977,113.0,113.09,113.18,112.34,24607412,26.5337,26.5548,26.576,26.3787,98429648,"Sep 27, 16",0.05250000000000199,0.0019
53,28.4875,28.66,28.3575,28.4225,AAPL,118564340,HISTORICAL_PRICES,AAPL,,2016-09-28,1620357454000,0.15345682761413093,0.15345682761413093,113.69,113.95,114.64,113.43,29641085,26.6957,26.7568,26.9188,26.6347,118564340,"Sep 28, 16",0.21499999999999986,0.0076
54,28.045,28.45,27.95,28.29,AAPL,143547960,HISTORICAL_PRICES,AAPL,,2016-09-29,1620357454000,0.13554003441643891,0.13554003441643891,113.16,112.18,113.8,111.8,35886990,26.5713,26.3411,26.7215,26.2519,143547960,"Sep 29, 16",-0.442499999999999,-0.0155
55,28.2625,28.3425,27.95,28.115,AAPL,145516424,HISTORICAL_PRICES,AAPL,,2016-09-30,1620357428000,0.14434659378479592,0.14434659378479592,112.46,113.05,113.37,111.8,36379106,26.4069,26.5454,26.6206,26.2519,145516424,"Sep 30, 16",0.21749999999999758,0.0078
56,28.13,28.2625,28.07,28.1775,AAPL,86807040,HISTORICAL_PRICES,AAPL,,2016-10-03,1620357468000,0.1389816783075209,0.1389816783075209,112.71,112.52,113.05,112.28,21701760,26.4656,26.421,26.5454,26.3646,86807040,"Oct 3, 16",-0.13250000000000028,-0.0047
57,28.25,28.5775,28.1575,28.265,AAPL,118947340,HISTORICAL_PRICES,AAPL,,2016-10-04,1620357439000,0.14384046968316624,0.14384046968316624,113.06,113.0,114.31,112.63,29736835,26.5478,26.5337,26.8413,26.4468,118947340,"Oct 4, 16",0.120000000000001,0.0043
58,28.2625,28.415,28.1725,28.35,AAPL,85812356,HISTORICAL_PRICES,AAPL,,2016-10-05,1620357525000,0.14434659378479592,0.14434659378479592,113.4,113.05,113.66,112.69,21453089,26.6276,26.5454,26.6887,26.4609,85812356,"Oct 5, 16",0.01249999999999929,0.0004
59,28.4725,28.585,28.2825,28.425,AAPL,115117252,HISTORICAL_PRICES,AAPL,,2016-10-06,1620357388000,0.15284947869217524,0.15284947869217524,113.7,113.89,114.34,113.13,28779313,26.6981,26.7427,26.8483,26.5642,115117252,"Oct 6, 16",0.21000000000000085,0.0074
60,28.515,28.64,28.3775,28.5775,AAPL,97433772,HISTORICAL_PRICES,AAPL,,2016-10-07,1620357454000,0.15457030063771632,0.15457030063771632,114.31,114.06,114.56,113.51,24358443,26.8413,26.7826,26.9,26.6534,97433772,"Oct 7, 16",0.042500000000000426,0.0015
61,29.0125,29.1875,28.68,28.755,AAPL,144943824,HISTORICAL_PRICES,AAPL,,2016-10-10,1620357525000,0.1747140398825791,0.1747140398825791,115.02,116.05,116.75,114.72,36235956,27.008,27.2499,27.4142,26.9376,144943824,"Oct 10, 16",0.4974999999999987,0.0174
62,29.075,29.6725,29.05,29.425,AAPL,256164172,HISTORICAL_PRICES,AAPL,,2016-10-11,1620357484000,0.1772446603907277,0.1772446603907277,117.7,116.3,118.69,116.2,64041043,27.6373,27.3086,27.8698,27.2851,256164172,"Oct 11, 16",0.0625,0.0022
63,29.335,29.495,29.1875,29.3375,AAPL,150347148,HISTORICAL_PRICES,AAPL,,2016-10-12,1620357388000,0.18777204170462594,0.18777204170462594,117.35,117.34,117.98,116.75,37586787,27.5551,27.5528,27.703,27.4142,150347148,"Oct 12, 16",0.26000000000000156,0.0089
64,29.245,29.36,28.93,29.1975,AAPL,140769624,HISTORICAL_PRICES,AAPL,,2016-10-13,1620357454000,0.18412794817289196,0.18412794817289196,116.79,116.98,117.44,115.72,35192406,27.4236,27.4682,27.5763,27.1724,140769624,"Oct 13, 16",-0.08999999999999986,-0.0031
65,29.4075,29.5425,29.2825,29.47,AAPL,142608764,HISTORICAL_PRICES,AAPL,,2016-10-14,1620357436000,0.19070756149407822,0.19070756149407822,117.88,117.63,118.17,117.13,35652191,27.6796,27.6209,27.7477,27.5035,142608764,"Oct 14, 16",0.16249999999999787,0.0056
66,29.3875,29.46,29.195,29.3325,AAPL,94499584,HISTORICAL_PRICES,AAPL,,2016-10-17,1620357419000,0.1898977629314707,0.1898977629314707,117.33,117.55,117.84,116.78,23624896,27.5504,27.6021,27.6702,27.4213,94499584,"Oct 17, 16",-0.019999999999999574,-0.0007
67,29.3675,29.5525,29.3625,29.545,AAPL,98213912,HISTORICAL_PRICES,AAPL,,2016-10-18,1620357431000,0.18908796436886316,0.18908796436886316,118.18,117.47,118.21,117.45,24553478,27.75,27.5833,27.7571,27.5786,98213912,"Oct 18, 16",-0.019999999999999574,-0.0007
68,29.28,29.44,28.45,29.3125,AAPL,80138376,HISTORICAL_PRICES,AAPL,,2016-10-19,1620357408000,0.18554509565745517,0.18554509565745517,117.25,117.12,117.76,113.8,20034594,27.5316,27.5011,27.6514,26.7215,80138376,"Oct 19, 16",-0.08749999999999858,-0.003
69,29.265,29.345,29.0825,29.215,AAPL,96503204,HISTORICAL_PRICES,AAPL,,2016-10-20,1620357439000,0.18493774673549948,0.18493774673549948,116.86,117.06,117.38,116.33,24125801,27.4401,27.487,27.5622,27.3156,96503204,"Oct 20, 16",-0.015000000000000568,-0.0005
70,29.15,29.2275,29.07,29.2025,AAPL,92770660,HISTORICAL_PRICES,AAPL,,2016-10-21,1620357468000,0.180281405000506,0.180281405000506,116.81,116.6,116.91,116.28,23192665,27.4283,27.379,27.4518,27.3039,92770660,"Oct 21, 16",-0.11500000000000199,-0.0039
71,29.4125,29.435,29.25,29.275,AAPL,94154692,HISTORICAL_PRICES,AAPL,,2016-10-24,1620357407000,0.19091001113473022,0.19091001113473022,117.1,117.65,117.74,117.0,23538673,27.4964,27.6256,27.6467,27.4729,94154692,"Oct 24, 16",0.26250000000000284,0.009
72,29.5625,29.59,29.3275,29.4875,AAPL,192515880,HISTORICAL_PRICES,AAPL,,2016-10-25,1620357468000,0.1969835003542868,0.1969835003542868,117.95,118.25,118.36,117.31,48128970,27.696,27.7664,27.7923,27.5457,192515880,"Oct 25, 16",0.14999999999999858,0.0051
73,28.8975,28.925,28.3275,28.5775,AAPL,264536876,HISTORICAL_PRICES,AAPL,,2016-10-26,1620357436000,0.17005769814758576,0.17005769814758576,114.31,115.59,115.7,113.31,66134219,26.8413,27.1418,27.1677,26.6065,264536876,"Oct 26, 16",-0.6649999999999991,-0.0225
74,28.62,28.965,28.525,28.8475,AAPL,138248180,HISTORICAL_PRICES,AAPL,,2016-10-27,1620357400000,0.15882174309140598,0.15882174309140598,115.39,114.48,115.86,114.1,34562045,27.0949,26.8812,27.2052,26.792,138248180,"Oct 27, 16",-0.27749999999999986,-0.0096
75,28.43,28.8025,28.3625,28.4675,AAPL,151446648,HISTORICAL_PRICES,AAPL,,2016-10-28,1620357388000,0.1511286567466342,0.1511286567466342,113.87,113.72,115.21,113.45,37861662,26.738,26.7028,27.0526,26.6394,151446648,"Oct 28, 16",-0.19000000000000128,-0.0066
76,28.385,28.5575,28.3,28.4125,AAPL,105677592,HISTORICAL_PRICES,AAPL,,2016-10-31,1620357436000,0.14930660998076728,0.14930660998076728,113.65,113.54,114.23,113.2,26419398,26.6863,26.6605,26.8225,26.5806,105677592,"Oct 31, 16",-0.04499999999999815,-0.0016
77,27.8725,28.4425,27.6325,28.365,AAPL,175303248,HISTORICAL_PRICES,AAPL,,2016-11-01,1620357452000,0.12855552181394866,0.12855552181394866,113.46,111.49,113.77,110.53,43825812,26.6417,26.1791,26.7145,25.9537,175303248,"Nov 1, 16",-0.5125000000000028,-0.0181
78,27.8975,28.0875,27.8075,27.85,AAPL,113326836,HISTORICAL_PRICES,AAPL,,2016-11-02,1620357419000,0.12956777001720818,0.12956777001720818,111.4,111.59,112.35,111.23,28331709,26.158,26.2026,26.3811,26.1181,113326836,"Nov 2, 16",0.02500000000000213,0.0009
79,27.4575,27.865,27.3875,27.745,AAPL,107730408,HISTORICAL_PRICES,AAPL,,2016-11-03,1620357436000,0.11175220163984201,0.11175220163984201,110.98,109.83,111.46,109.55,26932602,26.1932,25.9217,26.3065,25.8557,107730408,"Nov 3, 16",-0.4400000000000013,-0.0158
80,27.21,27.5625,27.0275,27.1325,AAPL,123347988,HISTORICAL_PRICES,AAPL,,2016-11-04,1620357440000,0.1017309444275736,0.1017309444275736,108.53,108.84,110.25,108.11,30836997,25.6149,25.6881,26.0209,25.5158,123347988,"Nov 4, 16",-0.24749999999999872,-0.009
81,27.6025,27.6275,27.365,27.52,AAPL,130240000,HISTORICAL_PRICES,AAPL,,2016-11-07,1620357468000,0.11762324121874673,0.11762324121874673,110.08,110.41,110.51,109.46,32560000,25.9807,26.0586,26.0822,25.8344,130240000,"Nov 7, 16",0.3924999999999983,0.0144
82,27.765,27.93,27.425,27.5775,AAPL,97016716,HISTORICAL_PRICES,AAPL,,2016-11-08,1620357436000,0.12420285453993314,0.12420285453993314,110.31,111.06,111.72,109.7,24254179,26.035,26.212,26.3678,25.8911,97016716,"Nov 8, 16",0.16250000000000142,0.0059
83,27.72,27.83,27.0125,27.47,AAPL,236705444,HISTORICAL_PRICES,AAPL,,2016-11-09,1620357484000,0.12238080777406608,0.12238080777406608,109.88,110.88,111.32,108.05,59176361,25.9335,26.1696,26.2734,25.5016,236705444,"Nov 9, 16",-0.045000000000001705,-0.0016
84,26.9475,27.7725,26.4575,27.7725,AAPL,228538164,HISTORICAL_PRICES,AAPL,,2016-11-10,1620357400000,0.09110233829334953,0.09110233829334953,111.09,107.79,111.09,105.83,57134541,26.2191,25.4403,26.2191,24.9777,228538164,"Nov 10, 16",-0.7724999999999973,-0.0279
85,27.1075,27.2175,26.6375,26.78,AAPL,136575592,HISTORICAL_PRICES,AAPL,,2016-11-11,1620357468000,0.09758072679420994,0.09758072679420994,107.12,108.43,108.87,106.55,34143898,25.2821,25.5913,25.6952,25.1476,136575592,"Nov 11, 16",0.16000000000000014,0.0059
86,26.4275,26.9523,26.02,26.9275,AAPL,204702016,HISTORICAL_PRICES,AAPL,,2016-11-14,1620357400000,0.07004757566555306,0.07004757566555306,107.71,105.71,107.809,104.08,51175504,25.4214,24.9494,25.4448,24.5646,204702016,"Nov 14, 16",-0.6800000000000033,-0.0251
87,26.7775,26.92,26.5398,26.6425,AAPL,129058040,HISTORICAL_PRICES,AAPL,,2016-11-15,1620357525000,0.08421905051118526,0.08421905051118526,106.57,107.11,107.68,106.1593,32264510,25.1523,25.2798,25.4143,25.0554,129058040,"Nov 15, 16",0.3500000000000014,0.0132
88,27.4975,27.5575,26.65,26.675,AAPL,235362088,HISTORICAL_PRICES,AAPL,,2016-11-16,1620357400000,0.11337179876505707,0.11337179876505707,106.7,109.99,110.23,106.6,58840522,25.183,25.9595,26.0162,25.1594,235362088,"Nov 16, 16",0.7199999999999989,0.0269
89,27.4875,27.5875,27.2075,27.4525,AAPL,110528012,HISTORICAL_PRICES,AAPL,,2016-11-17,1620357468000,0.11296689948375338,0.11296689948375338,109.81,109.95,110.35,108.83,27632003,25.917,25.9501,26.0445,25.6857,110528012,"Nov 17, 16",-0.00999999999999801,-0.0004
90,27.515,27.635,27.415,27.43,AAPL,113715668,HISTORICAL_PRICES,AAPL,,2016-11-18,1620357409000,0.11408037250733875,0.11408037250733875,109.72,110.06,110.54,109.66,28428917,25.8958,25.976,26.0893,25.8816,113715668,"Nov 18, 16",0.027499999999999858,0.001
91,27.9325,27.9975,27.5025,27.53,AAPL,117058284,HISTORICAL_PRICES,AAPL,,2016-11-21,1620357452000,0.1309849175017714,0.1309849175017714,110.12,111.73,111.99,110.01,29264571,25.9902,26.3702,26.4315,25.9642,117058284,"Nov 21, 16",0.4175000000000004,0.0152
92,27.95,28.105,27.85,27.9875,AAPL,103862136,HISTORICAL_PRICES,AAPL,,2016-11-22,1620357388000,0.13169349124405294,0.13169349124405294,111.95,111.8,112.42,111.4,25965534,26.4221,26.3867,26.533,26.2923,103862136,"Nov 22, 16",0.017499999999998295,0.0006
